Assessment Name,URL,Remote Testing,Adaptive/IRT,Test Type,Description,Duration,Embedding text
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,Yes,No,D,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploaded into MFS using an upload sheet based on a score extract from SODA or TC. This particular example report also includes development tips which are an optional extra.",,"MFS 360 UCF Performance Potential Dev Tips Report is an SHL assessment designed to evaluate This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploaded into MFS using an upload sheet based on a score extract from SODA or TC. This particular example report also includes development tips which are an optional extra..
It falls under the category of 'D', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,Yes,No,D,"This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that).",,"MFS 360 UCF Standard Report is an SHL assessment designed to evaluate This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that)..
It falls under the category of 'D', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,Yes,No,K,"Multi-choice test that measures the knowledge of automation testing using the QTP tool.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",12,"Micro Focus Unified Functional Testing (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of automation testing using the QTP tool.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 12 minutes."
Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",7,"Microservices (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 7 minutes."
Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",9,"Microsoft Dynamics Development (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 9 minutes."
Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,Yes,No,"K, S","The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.
The Job levels: Entry-Level,
Languages allowed: English (USA),",30,"Microsoft Excel 365 - Essentials (New) is an SHL assessment designed to evaluate The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'K, S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 30 minutes."
Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,Yes,No,"K, S","The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.
The Job levels: Entry-Level,
Languages allowed: English (USA),",35,"Microsoft Excel 365 (New) is an SHL assessment designed to evaluate The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'K, S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,Yes,Yes,K,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",25,"Microsoft Outlook 2013 (adaptive) is an SHL assessment designed to evaluate The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 25 minutes."
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,Yes,No,"K, S","The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.
The Job levels: Entry-Level,
Languages allowed: English (USA),",25,"Microsoft PowerPoint 365 - Essentials (New) is an SHL assessment designed to evaluate The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'K, S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 25 minutes."
Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,Yes,Yes,K,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",35,"Microsoft SQL Server 2014 Programming is an SHL assessment designed to evaluate The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
Microsoft Windows Server 2012 Administration,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/,Yes,Yes,K,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",35,"Microsoft Windows Server 2012 Administration is an SHL assessment designed to evaluate The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
Microsoft Word 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/,Yes,No,"K, S","The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
The Job levels: Entry-Level,
Languages allowed: English (USA),",25,"Microsoft Word 365 - Essentials (New) is an SHL assessment designed to evaluate The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'K, S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 25 minutes."
Microsoft Word 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/,Yes,No,"S, K","The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
The Job levels: Entry-Level,
Languages allowed: English (USA),",35,"Microsoft Word 365 (New) is an SHL assessment designed to evaluate The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
The Job levels: Entry-Level,
Languages allowed: English (USA),.
It falls under the category of 'S, K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 35 minutes."
Mineral Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.
The Job levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),",12,"Mineral Engineering (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.
The Job levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 12 minutes."
Mining Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.
The Job levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),",16,"Mining Engineering (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.
The Job levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 16 minutes."
Mobility (New),https://www.shl.com/solutions/products/product-catalog/view/mobility-new/,Yes,No,K,"Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",9,"Mobility (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 9 minutes."
Molecular Biology (New),https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/,Yes,No,K,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.
The Job levels: Graduate, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",6,"Molecular Biology (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.
The Job levels: Graduate, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 6 minutes."
MongoDB (New),https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/,Yes,No,K,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),",7,"MongoDB (New) is an SHL assessment designed to evaluate Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.
The Job levels: Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 7 minutes."
Motivation Questionnaire MQM5,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/,Yes,No,P,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,",25,"Motivation Questionnaire MQM5 is an SHL assessment designed to evaluate By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 25 minutes."
MQ Candidate Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-candidate-motivation-report/,Yes,No,P,"The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English International, English (USA), Chinese Simplified,",,"MQ Candidate Motivation Report is an SHL assessment designed to evaluate The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English International, English (USA), Chinese Simplified,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
MQ Employee Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/,Yes,No,P,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Chinese Simplified, English International, English (USA),",,"MQ Employee Motivation Report is an SHL assessment designed to evaluate The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Chinese Simplified, English International, English (USA),.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
MQ Motivation Report Pack,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/,Yes,No,P,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.
The Job levels: General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,
Languages allowed: Chinese Simplified, English International, English (USA),",,"MQ Motivation Report Pack is an SHL assessment designed to evaluate The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.
The Job levels: General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,
Languages allowed: Chinese Simplified, English International, English (USA),.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
MQ Profile,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/,Yes,No,P,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,",,"MQ Profile is an SHL assessment designed to evaluate The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.
The Job levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,.
It falls under the category of 'P', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is  minutes."
MS Access (New),https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,Yes,No,K,"Multi-choice test that measures the knowledge and basic understanding of MS Access programming.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),",7,"MS Access (New) is an SHL assessment designed to evaluate Multi-choice test that measures the knowledge and basic understanding of MS Access programming.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 7 minutes."
MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,Yes,No,K,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA), Spanish, French, Portuguese (Brazil),",6,"MS Excel (New) is an SHL assessment designed to evaluate Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA), Spanish, French, Portuguese (Brazil),.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 6 minutes."
MS Office Basic Computer Literacy (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,Yes,No,K,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.
The Job levels: Graduate, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA), Spanish, Portuguese (Brazil), French,",7,"MS Office Basic Computer Literacy (New) is an SHL assessment designed to evaluate Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.
The Job levels: Graduate, Mid-Professional, Professional Individual Contributor,
Languages allowed: English (USA), Spanish, Portuguese (Brazil), French,.
It falls under the category of 'K', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 7 minutes."
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,Yes,No,S,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),",5,"MS Office Basic Computer Literacy (Sim) (New) is an SHL assessment designed to evaluate Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.
The Job levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,
Languages allowed: English (USA),.
It falls under the category of 'S', which includes:
A = Ability & Aptitude, B = Biodata & Situational Judgement, C = Competencies,
D = Development & 360, E = Assessment Exercises, K = Knowledge & Skills, P = Personality & Behavior.
The typical duration for this assessment is 5 minutes."
